index,number_truck,total_cart,carts,data
0,1226,4,1-1 1-2 2-1 2-2 ,26/03/20 09:57:13
0,1226,2,1-1 2-1 ,26/03/20 09:59:15
0,1226,4,1-1 1-2 2-1 2-2 ,26/03/20 09:59:57
0,1226,1,2-2 ,26/03/20 10:00:15
0,1226,1,0066062000068 ,26/03/20 10:00:18
0,1226,1,1-1 ,26/03/20 10:01:11
